SNO,INSTCODE,NAME_OF_THE_INSTITUTION,TYPE,INST_REG,DIST,PLACE,COED,AFFL.,ESTD,A_REG,branch_code,OC_BOYS,OC_GIRLS,SC_BOYS,SC_GIRLS,ST_BOYS,ST_GIRLS,BCA_BOYS,BCA_GIRLS,BCB_BOYS,BCB_GIRLS,BCC_BOYS,BCC_GIRLS,BCD_BOYS,BCD_GIRLS,BCE_BOYS,BCE_GIRLS,OC_EWS_BOYS,OC_EWS_GIRLS,COLLFEE
645,AUCE,A U COLLEGE OF ENGG. VISAKHAPATNAM,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1953,AU,CSE,2524,2544,4194,4194,4523,8075,2619,2619,2524,2544,2524,2544,2524,2544,2524,2544,1682,1920,44500
646,AUCE,A U COLLEGE OF ENGG. VISAKHAPATNAM,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1953,AU,ECE,3842,4760,12957,12957,13720,13720,3842,4760,3842,4760,4463,4760,3848,5833,4391,22276,4331,6352,44500
647,AUCE,A U COLLEGE OF ENGG. VISAKHAPATNAM,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1953,AU,EEE,7499,11204,25750,25750,25389,25389,11658,11658,11603,20787,7499,11204,9674,11451,17613,17613,9038,47663,44500
648,AUCE,A U COLLEGE OF ENGG. VISAKHAPATNAM,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1953,AU,GIN,26257,26257,58510,70759,73442,127171,44390,105142,53359,70747,26257,26257,33352,59130,100451,100451,85673,53707,44500
649,AUCE,A U COLLEGE OF ENGG. VISAKHAPATNAM,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1953,AU,IST,13284,13284,49422,98893,68012,68012,21302,27618,29211,96949,13284,13284,23395,23395,20878,34441,24040,43699,44500
650,AUCE,A U COLLEGE OF ENGG. VISAKHAPATNAM,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1953,AU,MEC,12665,30943,25376,38608,61645,61645,17166,30943,16341,30943,12665,30943,12665,41706,12665,30943,12043,21746,44500
651,AUCE,A U COLLEGE OF ENGG. VISAKHAPATNAM,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1953,AU,MET,93395.5,25817,72289,117493,36704,57991,90346,90346,63281,63281,106391,25817,40351,66542,127446,25817,62256,42313,44500
652,AUCE,A U COLLEGE OF ENGG. VISAKHAPATNAM,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1953,AU,NAM,13196,13196,28205,91615,52615,101086,21458,21458,29532,29532,13196,13196,30285,30285,47703,47703,30712,18241,44500
653,AUCESF,A U COLLEGE OF ENGG-SELF FINANCE VISAKHAPATNAM,SF,AU,VSP,VISAKHAPATNAM,COED,AU,2018,AU,INF,7787,9129,33925,33925,20163,48052,11379,18341,9642,12577,7787,9129,7787,11067,11924,11924,9723,11981,62000
654,AUCP,AU COLLEGE OF ENGG. SCHOOL OF PHARMACY,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1926,AU,PHM,83872,83872,159611,159611,165786,165786,171720,171720,125653,125653,83872,83872,115717,117026,147953,147953,130481,167148,29900
655,AUCPSF,AU COLLEGE OF ENGG.SCHOOL OF PHARMACY-SELF FINANCE,SF,AU,VSP,VISAKHAPATNAM,COED,AU,2009,AU,PHD,58907,157228,58907,157228,58907,157228,58907,157228,58907,157228,58907,157228,58907,157228,58907,157228,107474,99480,68000
656,AUEWSF,A U COLLEGE OF ENGG FOR WOMEN-SELF FINANCE,SF,AU,VSP,VISAKHAPATNAM,GIRLS,AU,2010,AU,CIV,93395.5,68657,146661,174157,140100,161207,132783,136090,135139,175270,106391,68657,130197,84882,127446,107384,107474,134821,62000
657,AUEWSF,A U COLLEGE OF ENGG FOR WOMEN-SELF FINANCE,SF,AU,VSP,VISAKHAPATNAM,GIRLS,AU,2010,AU,CSE,93395.5,15475,146661,35747,140100,34982,132783,20796,135139,24796,106391,28753,130197,16084,127446,19051,107474,23038,62000
658,AUEWSF,A U COLLEGE OF ENGG FOR WOMEN-SELF FINANCE,SF,AU,VSP,VISAKHAPATNAM,GIRLS,AU,2010,AU,ECE,93395.5,30096,146661,57018,140100,124584,132783,74758,135139,55081,106391,119110,130197,41248,127446,47784,107474,36151,62000
659,AUEWSF,A U COLLEGE OF ENGG FOR WOMEN-SELF FINANCE,SF,AU,VSP,VISAKHAPATNAM,GIRLS,AU,2010,AU,EEE,93395.5,73277,146661,150226,140100,93051,132783,101478,135139,87071,106391,78794,130197,90488,127446,92680,107474,100463,62000
660,AUEWSF,A U COLLEGE OF ENGG FOR WOMEN-SELF FINANCE,SF,AU,VSP,VISAKHAPATNAM,GIRLS,AU,2010,AU,INF,93395.5,24714,146661,92397,140100,94556,132783,65758,135139,87314,106391,71618,130197,41229,127446,135408,107474,46023,62000
661,AUEWSF,A U COLLEGE OF ENGG FOR WOMEN-SELF FINANCE,SF,AU,VSP,VISAKHAPATNAM,GIRLS,AU,2010,AU,MEC,93395.5,78374,146661,165368,140100,144181,132783,145611,135139,137464,106391,119110,130197,131820,127446,99258,107474,161918,62000
662,AVEN,AVANTHI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,VSP,NARSIPATNAM,COED,JNTUV,1999,AU,CSD,93395.5,102511.5,128823,133051,130914,138610,159534,162622,121970,175429,106391,119110,130217,130217,156189,159401,137462,149535,43000
663,AVEN,AVANTHI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,VSP,NARSIPATNAM,COED,JNTUV,1999,AU,CSE,74420,74420,177730,177730,160420,169501,151517,151517,169497,169497,113690,113690,127423,127423,170314,170314,173798,139061,43000
664,AVEN,AVANTHI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,VSP,NARSIPATNAM,COED,JNTUV,1999,AU,CSM,49963,49963,124527,159786,125840,173657,162502,162502,129695,139293,122811,122811,119490,119490,49963,49963,112394,106962,43000
665,AVEN,AVANTHI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,VSP,NARSIPATNAM,COED,JNTUV,1999,AU,ECE,78027,78027,177258,177258,149799,149799,175677,175677,172128,172128,78027,133594,150726,150726,170430,170430,94794,68370,43000
666,AVEN,AVANTHI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,VSP,NARSIPATNAM,COED,JNTUV,1999,AU,EEE,71336,71336,162789,162789,71336,71336,150107,172045,174335,174335,176348,176348,171597,171597,153617,153617,107474,99480,43000
667,AVEN,AVANTHI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,VSP,NARSIPATNAM,COED,JNTUV,1999,AU,MEC,154584,154584,154584,154584,154584,154584,154584,154584,169282,169282,160061,160061,172662,174080,172041,176810,161492,99480,43000
668,BABA,BABA INST OF TECH AND SCIENCES,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,AIM,101208,101208,164522,164522,102072,102072,171887,171887,157996,157996,101208,101208,128399,134472,166403,166403,160878,130115,43000
669,BABA,BABA INST OF TECH AND SCIENCES,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,CIV,33095,139827,151684,151684,33095,168215,159808,159808,163555,163555,33095,139827,173992,173992,33095,139827,107474,99480,43000
670,BABA,BABA INST OF TECH AND SCIENCES,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,CS,93395.5,91670,149472,164536,142020,142020,170610,170610,158241,169781,106391,91670,144201,174671,167083,167083,153969,99480,43000
671,BABA,BABA INST OF TECH AND SCIENCES,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,CSE,97457,97457,176668,176668,157726,177434,175581,175581,176208,176208,97457,97457,110592,136021,173608,173608,136910,158763,43000
672,BABA,BABA INST OF TECH AND SCIENCES,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,ECE,86191,87189,165448,167730,114340,114340,143465,174036,144747,150793,126659,126659,148192,148192,139836,139836,175247,166329,43000
673,BABA,BABA INST OF TECH AND SCIENCES,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,EEE,93395.5,102511.5,126099,126099,155743,173727,164381,164381,142176,142176,106391,119110,174957,174957,127446,135793,107474,99480,43000
674,BABA,BABA INST OF TECH AND SCIENCES,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,MEC,119000,119000,165965,165965,119000,138387,176810,176810,157674,168548,130203,130203,166646,166646,176403,176403,107474,99480,43000
675,BCET,BEHARA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2024,AU,CSD,51457,83198,51457,83198,51457,83198,51457,83198,51457,83198,51457,83198,51457,83198,51457,83198,107474,99480,43000
676,BCET,BEHARA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2024,AU,CSE,136007,136007,169458,175731,148925,174391,170600,170600,152572,172768,157149,157149,177268,177268,166956,170050,107474,144344,43000
677,BCET,BEHARA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2024,AU,ECE,115497,132024,115497,132024,173808,173808,152871,167952,160412,160412,115497,132024,158770,175609,115497,132024,107474,99480,43000
678,BCET,BEHARA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2024,AU,MEC,170258,170258,170258,170258,170258,170258,170258,170258,170258,170258,170258,170258,170258,170258,170258,170258,107474,99480,43000
679,CEVP,CHAITANYA ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002,AU,AID,148847,148847,177437,177437,148847,148847,169719,169719,148847,148847,148847,148847,154114,154114,148847,148847,170825,162830,43000
680,CEVP,CHAITANYA ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002,AU,CAI,94003,94003,158593,177375,174795,174795,166949,166949,142481,142481,140589,140589,176017,176017,119690,171921,153156,99480,43000
681,CEVP,CHAITANYA ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002,AU,CIV,99956,99956,99956,176330,149285,149285,99956,99956,99956,99956,99956,99956,99956,99956,99956,99956,107474,99480,43000
682,CEVP,CHAITANYA ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002,AU,CSE,103186,103186,162453,162453,173008,173008,175834,175834,171553,172959,103186,103186,136684,166194,173342,173342,153215,152924,43000
683,CEVP,CHAITANYA ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002,AU,CSM,79769,92128,163837,163837,109615,109615,122236,145847,146715,170867,79769,92128,143211,143211,160889,160889,156898,99480,43000
684,CEVP,CHAITANYA ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002,AU,ECE,86909,86909,163298,164793,138660,146994,173778,173778,172617,172617,86909,86909,128097,136590,158998,172052,107474,99480,43000
685,CEVP,CHAITANYA ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002,AU,EEE,93395.5,102511.5,156257,156257,140100,146526,172986,172986,127249,161080,106391,119110,130197,137132,127446,135793,107474,99480,43000
686,CEVP,CHAITANYA ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002,AU,MEC,114670,114670,162597,168476,154202,154202,160095,167505,148228,148228,114670,140142,169254,172259,153954,153954,147715,99480,43000
687,DIET,DADI INSTT. OF ENGINEERING AND TECHNOLOGY,PVT,AU,VSP,ANAKAPALLE,COED,JNTUV,2006,AU,CIV,120118,120118,166566,166998,152064,159590,162978,162978,158074,158074,138956,138956,136695,161691,175097,175097,107474,99480,47400
688,DIET,DADI INSTT. OF ENGINEERING AND TECHNOLOGY,PVT,AU,VSP,ANAKAPALLE,COED,JNTUV,2006,AU,CSD,83010,83010,105392,105392,86060,107534,125360,125360,164289,164289,83010,90107,104138,104138,113696,134858,155664,162768,47400
689,DIET,DADI INSTT. OF ENGINEERING AND TECHNOLOGY,PVT,AU,VSP,ANAKAPALLE,COED,JNTUV,2006,AU,CSE,62597,73844,174266,174266,177727,177727,157243,157243,175621,175621,73988,73988,84069,86116,154162,154162,123002,127616,47400
690,DIET,DADI INSTT. OF ENGINEERING AND TECHNOLOGY,PVT,AU,VSP,ANAKAPALLE,COED,JNTUV,2006,AU,CSM,83139,83139,148924,158436,107593,107593,153235,153235,171053,175526,83139,83139,100717,104082,147908,152740,145805,147808,47400
691,DIET,DADI INSTT. OF ENGINEERING AND TECHNOLOGY,PVT,AU,VSP,ANAKAPALLE,COED,JNTUV,2006,AU,ECE,53065,105558,100534,110360,98434,105558,123711,133170,143516,149890,90192,105558,101867,105558,128216,138399,173783,174058,47400
692,DIET,DADI INSTT. OF ENGINEERING AND TECHNOLOGY,PVT,AU,VSP,ANAKAPALLE,COED,JNTUV,2006,AU,EEE,116015,116015,140357,140357,119915,119915,159396,160893,149889,149889,116015,116015,137878,143156,116015,116015,86263,99480,47400
693,DLBC,DR L BULLAYYA COLL EGE OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2010,AU,CIV,43106,120386,168860,168860,122728,126442,168556,168556,146012,171869,43106,120386,156816,170088,43106,120386,162668,99480,46700
694,DLBC,DR L BULLAYYA COLL EGE OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2010,AU,CSE,48264,48264,145144,150076,140148,151964,117517,117517,147717,166840,48264,48264,73252,73252,78201,78201,78313,102432,46700
695,DLBC,DR L BULLAYYA COLL EGE OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2010,AU,ECE,55044,60467,177733,177733,174299,174299,130300,130300,171722,171722,88559,97129,106654,108133,132596,132596,154645,111819,46700
696,DLBC,DR L BULLAYYA COLL EGE OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2010,AU,EEE,70184,70184,164268,169538,70184,167681,150487,156125,161098,161098,70184,70184,171390,171390,145603,145603,107474,99480,46700
697,GITS,GONNA INST OF INFO TECHNOLOGY SCIENCES,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2009,AU,CIV,154696,154696,177623,177623,154696,154696,154696,154696,154696,154696,154696,154696,154696,154696,154696,154696,107474,99480,46300
698,GITS,GONNA INST OF INFO TECHNOLOGY SCIENCES,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2009,AU,CSE,129279,129279,177049,177049,157735,157735,144790,170734,161737,161737,129279,168244,175530,175530,137855,167901,176221,99480,46300
699,GITS,GONNA INST OF INFO TECHNOLOGY SCIENCES,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2009,AU,ECE,93137,105299,169540,169540,157669,157669,171501,171501,93137,144856,93137,105299,132738,173303,155268,155268,107474,99480,46300
700,GITS,GONNA INST OF INFO TECHNOLOGY SCIENCES,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2009,AU,MEC,130465,130465,145610,145610,130465,130465,170749,170749,175536,175536,130465,130465,166686,166686,130465,154432,107474,99480,46300
701,GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,1996,AU,CHE,43148,43148,131432,155891,145477,145477,47011,53546,81142,81142,43148,43148,71063,81788,117319,117319,53842,74283,105000
702,GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,1996,AU,CIV,44897,46545,158803,158803,176123,176123,74356,125077,159760,159760,126739,126739,69789,69789,171915,171915,82228,80631,105000
703,GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,1996,AU,CSD,4230,4662,31810,31810,55359,55359,8518,8518,7469,8926,4230,4662,5560,6587,8655,10101,4936,5103,105000
704,GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,1996,AU,CSE,3838,4582,23703,24512,40092,40092,4601,4907,4143,4582,14935,14935,3838,4582,7580,7869,4693,3388,105000
705,GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,1996,AU,CSM,4079,4079,25727,25727,49958,49958,4561,4561,5733,6261,4079,4079,4625,4625,7159,7159,4698,3574,105000
706,GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,1996,AU,ECE,6787,7185,38015,63357,66815,66815,10076,10076,8712,13417,17284,17284,8398,8924,25539,42746,11835,20871,105000
707,GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,1996,AU,EEE,23074,23074,120142,141064,53522,150617,33320,71424,38320,56046,23074,31613,24089,26169,94134,94134,52891,26179,105000
708,GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,1996,AU,INF,6422,7250,48940,49921,140983,140983,9909,10136,10638,10638,6422,7250,12825,14097,24434,24434,9494,14632,105000
709,GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,1996,AU,MEC,27664,40326,171510,171510,117563,177661,40032,74314,91053,133090,27664,40326,38560,83151,87358,87358,56759,78796,105000
710,GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,1996,AU,MRB,38691,38691,151233,151233,174724,174724,63404,94116,74733,116119,59742,59742,69458,105334,75203,112273,80886,118152,105000
711,GVPT,G V P COLLEGE FOR DEGREE AND PG COURSES,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2011,AU,CIV,39321,39321,177835,177835,145779,145779,138540,138540,163161,163418,39321,39321,132303,150291,156949,156949,166628,155098,92400
712,GVPT,G V P COLLEGE FOR DEGREE AND PG COURSES,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2011,AU,CSE,42218,42218,161986,163855,166322,166322,49401,78848,73457,77403,87629,87629,54918,54918,114923,133042,63466,65271,92400
713,GVPT,G V P COLLEGE FOR DEGREE AND PG COURSES,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2011,AU,CSM,23508,23508,168016,168016,112636,120295,80069,80069,81410,81410,23508,23508,50787,50787,74763,144275,44422,33533,92400
714,GVPT,G V P COLLEGE FOR DEGREE AND PG COURSES,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2011,AU,ECE,23711,26618,177390,177390,162877,162877,83866,86259,97501,106441,88095,88095,62972,62972,85279,99560,68073,56111,92400
715,GVPT,G V P COLLEGE FOR DEGREE AND PG COURSES,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2011,AU,MEC,81890,89661,175323,175323,81890,94780,140768,168130,118676,141059,81890,96877,92482,148236,132843,132843,120294,131241,92400
716,GVPW,GAYATHRI VIDYA PARISHAD COLL OF ENGG FOR WOMEN,PVT,AU,VSP,VISAKHAPATNAM,GIRLS,AU,2008,AU,CSE,93395.5,25199,146661,94558,140100,119749,132783,40469,135139,39921,106391,67319,130197,26506,127446,58215,107474,34954,105000
717,GVPW,GAYATHRI VIDYA PARISHAD COLL OF ENGG FOR WOMEN,PVT,AU,VSP,VISAKHAPATNAM,GIRLS,AU,2008,AU,CSM,93395.5,26519,146661,114279,140100,111086,132783,51556,135139,43587,106391,43080,130197,31970,127446,159928,107474,35793,105000
718,GVPW,GAYATHRI VIDYA PARISHAD COLL OF ENGG FOR WOMEN,PVT,AU,VSP,VISAKHAPATNAM,GIRLS,AU,2008,AU,ECE,93395.5,35367,146661,137513,140100,144035,132783,65511,135139,60239,106391,35367,130197,44319,127446,145579,107474,53032,105000
719,GVPW,GAYATHRI VIDYA PARISHAD COLL OF ENGG FOR WOMEN,PVT,AU,VSP,VISAKHAPATNAM,GIRLS,AU,2008,AU,EEE,93395.5,59894,146661,163321,140100,88615,132783,126692,135139,91296,106391,119110,130197,76729,127446,83720,107474,86494,105000
720,GVPW,GAYATHRI VIDYA PARISHAD COLL OF ENGG FOR WOMEN,PVT,AU,VSP,VISAKHAPATNAM,GIRLS,AU,2008,AU,INF,93395.5,37675,146661,118708,140100,122760,132783,57004,135139,94050,106391,46783,130197,46179,127446,132843,107474,43436,105000
721,NSRE,N S RAJU INSTITUTE OF ENGG AND TECHNOLOGY,PVT,AU,VSP,DAKAMARRI VILLAGE,COED,JNTUV,2008,AU,CSE,61538,73111,118694,126681,123385,133445,148434,170098,167096,167096,61538,73111,107782,123264,159076,159076,107317,82955,43000
722,NSRE,N S RAJU INSTITUTE OF ENGG AND TECHNOLOGY,PVT,AU,VSP,DAKAMARRI VILLAGE,COED,JNTUV,2008,AU,CSM,70036,70036,144455,144455,134232,134232,176284,176284,128510,133288,87176,89601,123978,153190,139243,143449,119098,125171,43000
723,NSRE,N S RAJU INSTITUTE OF ENGG AND TECHNOLOGY,PVT,AU,VSP,DAKAMARRI VILLAGE,COED,JNTUV,2008,AU,ECE,88251,88251,150178,169449,116744,169731,136073,175911,166653,170978,88251,172880,146218,174797,154478,154478,167155,98055,43000
724,NSRE,N S RAJU INSTITUTE OF ENGG AND TECHNOLOGY,PVT,AU,VSP,DAKAMARRI VILLAGE,COED,JNTUV,2008,AU,EEE,93395.5,102511.5,59523,121958,140100,146526,132783,172929,135139,142215,121660,121660,130197,111685,127446,135793,107474,99480,43000
725,NSRE,N S RAJU INSTITUTE OF ENGG AND TECHNOLOGY,PVT,AU,VSP,DAKAMARRI VILLAGE,COED,JNTUV,2008,AU,MEC,90748,90748,90748,90748,90748,90748,157969,157969,90748,90748,90748,90748,162466,162466,140659,140659,107474,99480,43000
726,NSRT,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,CIV,93395.5,97168,110302,146360,158605,158605,171518,171518,135139,135139,106391,97168,106238,146174,127446,141422,173789,99480,43000
727,NSRT,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,CSD,48312,48312,176659,176659,52249,67925,87221,87221,92358,98999,48312,48312,53750,53750,93398,93398,69970,56197,43000
728,NSRT,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,CSE,47826,47826,170891,177486,165491,176903,75655,95093,111748,111748,125843,125843,54767,59380,154261,154261,67054,69704,43000
729,NSRT,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,CSM,49785,49785,177528,177528,60864,60864,100138,101471,115321,115321,56605,56605,61253,63247,94568,162955,77148,73025,43000
730,NSRT,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,ECE,52281,59993,172743,172743,69602,69602,108484,108484,118983,118983,52281,59993,68279,74945,93861,94307,88078,99661,43000
731,NSRT,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,EEE,73702,73702,125217,175895,84701,168051,121485,134595,119921,119921,73702,73702,82867,90770,126918,126918,130980,140104,43000
732,NSRT,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,MEC,75517,75517,90333,158573,98826,99747,131522,131522,156879,156879,90760,90760,98788,148220,132519,132519,152911,134706,43000
733,RAGU,RAGHU ENGINEERING COLLEGE,PVT,AU,VSP,BHEEMUNIPATNAM,COED,JNTUV,2001,AU,CIV,71355,71355,163316,176359,163835,165873,114842,133907,166110,166110,71355,71355,106142,111345,114549,124126,121214,90713,80800
734,RAGU,RAGHU ENGINEERING COLLEGE,PVT,AU,VSP,BHEEMUNIPATNAM,COED,JNTUV,2001,AU,CSC,31239,31239,137291,168050,107600,132973,69360,69360,88260,88260,31239,31239,50269,51370,75346,150757,58945,64901,80800
735,RAGU,RAGHU ENGINEERING COLLEGE,PVT,AU,VSP,BHEEMUNIPATNAM,COED,JNTUV,2001,AU,CSD,37009,37009,168677,177622,163048,172272,65345,87885,85897,112078,37009,49928,49091,50221,172581,172581,58242,41334,80800
736,RAGU,RAGHU ENGINEERING COLLEGE,PVT,AU,VSP,BHEEMUNIPATNAM,COED,JNTUV,2001,AU,CSE,32276,34835,153668,162213,172535,175551,57772,65010,69980,106208,171058,171058,38400,43190,172634,172634,48559,59548,80800
737,RAGU,RAGHU ENGINEERING COLLEGE,PVT,AU,VSP,BHEEMUNIPATNAM,COED,JNTUV,2001,AU,CSM,36117,42691,157554,176146,163372,174239,55376,87584,71670,71670,36117,149787,40976,45986,173924,173924,47517,63309,80800
738,RAGU,RAGHU ENGINEERING COLLEGE,PVT,AU,VSP,BHEEMUNIPATNAM,COED,JNTUV,2001,AU,CSO,93395.5,102511.5,163481,163481,55163,163184,90494,90494,107349,107349,54656,54656,54522,60783,91018,91018,60164,45769,80800
739,RAGU,RAGHU ENGINEERING COLLEGE,PVT,AU,VSP,BHEEMUNIPATNAM,COED,JNTUV,2001,AU,ECE,31030,31030,165395,165395,177709,177709,62518,99058,77319,77319,139463,139463,43921,50897,154915,158488,63961,65945,80800
740,RAGU,RAGHU ENGINEERING COLLEGE,PVT,AU,VSP,BHEEMUNIPATNAM,COED,JNTUV,2001,AU,EEE,93395.5,102511.5,171196,171196,73557,73557,92604,92604,126881,173535,62027,62027,67365,78814,127446,157480,81837,66937,80800
741,RAGU,RAGHU ENGINEERING COLLEGE,PVT,AU,VSP,BHEEMUNIPATNAM,COED,JNTUV,2001,AU,MEC,61674,101310,177135,177135,176717,176717,119693,159263,173226,173226,74059,101310,101924,146904,119139,119139,170149,157626,80800
742,SAVE,SANKETHIKA VIDYA PARISHAD ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2003,AU,AID,134092,134092,171322,176162,141481,141481,173609,173609,161635,161635,134092,134092,153050,153050,146966,153770,149554,129473,43000
743,SAVE,SANKETHIKA VIDYA PARISHAD ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2003,AU,AIM,94057,95938,170093,170093,94057,140013,159283,159283,167803,167803,122220,122220,148640,173448,162036,162036,158878,99480,43000
744,SAVE,SANKETHIKA VIDYA PARISHAD ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2003,AU,CIV,144231,144231,147097,147097,144231,144231,144231,144231,169462,170192,144231,144231,176805,176805,144231,160824,107474,99480,43000
745,SAVE,SANKETHIKA VIDYA PARISHAD ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2003,AU,CSE,77850,77850,176531,176531,93256,130099,172436,172436,170483,170483,77850,87564,123534,123669,131082,131082,145097,169450,43000
746,SAVE,SANKETHIKA VIDYA PARISHAD ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2003,AU,ECE,85134,85134,173250,173280,175377,175377,148810,164439,146742,149899,112780,112780,163017,171713,145955,150508,167672,169991,43000
